date,AAPL,COST,F,GE,GS,JNJ,KO,TSLA,WMT
2015-10-20,109.44806873671,151.09675962994,13.480082904993,26.989487850373,180.3584321412,91.852702486383,39.639955587993,213.03,55.485300991167
2015-10-21,109.43844861992,151.73219501917,13.506376954872,27.05513288684,174.70977443682,91.890350894001,39.546221949809,210.09,55.381413619098
2015-10-22,111.11234894164,154.60631816431,13.655376570857,27.73971683857,178.46258316985,93.678650255863,40.53042515074,211.72,55.626965589442
2015-10-23,114.55635075299,152.25031925962,13.734258720496,27.674071802103,180.34870983879,94.412794204417,40.108623778912,209.09,55.060307196341
2015-10-26,110.90070637222,153.21813623707,13.74302340379,27.711583251512,181.81677750378,94.064546433949,39.921156502544,215.26,54.795866612894
2015-10-27,110.19843784645,154.22505693077,13.050613423624,27.62718249034,181.13621633458,94.299848981563,39.939903230181,210.35,54.285874059103
2015-10-28,114.73913297203,154.22505693077,13.252201139369,27.561537453873,186.00708984559,94.572799936794,40.052383596002,212.96,54.43698296393
2015-10-29,115.95126768775,154.73340524215,13.039741000862,27.514648142111,184.61680059993,95.410477006298,40.108623778912,211.63,54.739200773584
2015-10-30,114.96039565823,154.57699037711,13.110561047031,27.120777923308,182.29317032222,95.090465541544,39.696195770903,206.93,54.059210701862
2015-11-02,116.5765752792,155.58391107082,13.057446012404,27.570915316226,184.41263224917,96.163445158661,39.593088768901,213.79,54.408650044275
2015-11-03,117.91377151321,155.24175355354,13.110561047031,27.749094700922,185.39458479331,95.965791018666,39.518101858353,208.35,54.880865371859
2015-11-04,117.3654248561,153.6287252578,12.968920954693,27.70220538916,186.32792582536,95.946966814857,39.340007945804,231.63,55.126417342203
2015-11-05,116.82669831578,152.76844350007,12.898100908524,27.795984012684,186.68765101479,96.314038789134,39.677449043266,231.77,55.353080699443
2015-11-06,116.9619591309,154.0197624204,12.853838379668,28.058564158553,193.63909724308,95.928142611048,39.330634581986,232.36,55.513633910822
2015-11-09,116.48854627798,151.68331537385,12.685640770017,27.899140498562,191.29602236054,94.911635605358,38.936953301613,225.33,55.239749020823
2015-11-10,112.81718129617,153.29634366959,12.641378241161,28.246121405602,192.31686411434,95.485773821534,39.152540669436,216.5,55.419190845305
2015-11-11,112.17952316775,153.2767418099,12.667935758475,28.761903834988,191.90852741282,95.87166999962,39.405621492533,219.08,54.38031712462
2015-11-12,111.80272518278,152.89450554604,12.428918102654,28.283632855012,187.41682369608,94.375145796799,38.974446756887,212.94,53.785325811863
2015-11-13,108.53714264633,150.61088889269,12.322688033401,28.396167203242,185.10291572079,94.008073822522,38.786979480519,207.19,53.284777564624
2015-11-16,110.31002547307,153.33554738896,12.428918102654,28.471190102061,186.82376324863,95.26929547773,39.330634581986,214.31,54.654202014619
2015-11-17,109.84144336355,155.72697427058,12.526295666137,28.433678652652,185.2779171643,95.532834331057,39.058807031252,214.0,56.590284857715
2015-11-18,113.31957860947,158.03999371345,12.800723345041,28.621235899701,188.28210861121,96.634050253888,39.630582224174,221.07,57.544159819435
2015-11-19,114.75914014181,159.5885406286,12.898100908524,28.386789340889,187.66960355893,96.464632419606,40.408571421101,221.8,57.326940768746
2015-11-20,115.26153745511,159.85316573435,12.924658425837,28.752525972635,186.15292438185,97.161127960542,39.77118268145,220.01,56.73194945599
2015-11-23,113.76400700201,160.19619827884,12.880395896982,28.686880936168,183.93623943073,97.436076507659,40.267970963825,217.75,56.911391280472
2015-11-24,114.85575500976,158.96128111866,12.880395896982,28.752525972635,183.43067970503,96.743964647675,40.642905516561,218.25,56.590284857715
2015-11-25,114.03452863225,159.15729971552,12.880395896982,28.471190102061,183.89735022106,96.668116772608,40.642905516561,229.64,56.892502667369
2015-11-27,113.82197592277,160.3236103668,12.862690885439,28.471190102061,185.18069414013,97.056837132325,40.755385882382,231.61,56.56195193806
2015-11-30,114.29538877569,158.20660952078,12.685640770017,28.077319883258,185.37514018847,95.985485897007,40.254798292169,230.26,55.570299750132
2015-12-01,113.36788604344,158.07919743282,12.889248402753,28.293010717365,188.35058581301,97.047356147942,40.509814611711,237.19,55.711964348408
2015-12-02,112.34376844326,157.88317883597,12.623673229619,28.105453470316,185.60927361466,96.753445632058,40.396474025248,231.99,55.570299750132
2015-12-03,111.30032786948,160.41181873538,12.375803068028,28.16172064443,180.67296054576,95.558841599756,40.103677510218,232.71,56.227429258746
2015-12-04,115.00067731167,163.47950977615,12.570558194992,28.593102312643,185.3458735102,97.606734226559,40.887616566589,230.38,56.817893454891
2015-12-07,114.2760658021,163.79313953111,12.499738148823,28.480567964414,180.95587176907,97.957530648743,40.802611126741,231.13,57.617877204507
2015-12-08,114.22775836813,165.50830225358,12.366950562257,28.31176644207,178.44869299692,97.104242054242,40.623155198175,226.72,56.770275374557
2015-12-09,111.70611031484,156.54045144752,12.296130516088,28.574346587938,176.29271436406,96.848255475892,40.292578487657,224.52,56.313141803347
2015-12-10,112.23749208852,158.63785043386,12.358098056485,28.743148110283,177.65849268352,97.312823710676,40.387028976376,227.07,56.722657294222
2015-12-11,109.34870753705,156.8344793428,12.07481787181,28.377411478537,172.2441572028,96.402649209874,39.924221581652,217.02,56.532184972885
2015-12-14,108.67240346145,158.61824857417,12.057112860267,28.377411478537,172.08806825201,96.848255475892,40.094232461346,218.58,57.513117427772
2015-12-15,106.7497675894,158.07919743282,12.278425504545,28.433678652652,177.56093708927,98.725490383794,40.679825491406,221.09,56.798846222757
2015-12-16,107.57099396691,159.5199341197,12.71219828733,29.052617567914,181.65827204765,99.787360634729,41.407094254545,234.51,57.42740488317
2015-12-17,105.29088308347,157.48134071242,12.375803068028,28.865060320865,178.14627065476,98.26092214901,41.076517544027,233.39,56.170287562344
2015-12-18,102.44074447918,154.56066361929,12.216457964147,28.609951768111,171.20031234436,96.658635788225,40.141457705706,230.46,56.046480553475
2015-12-21,103.69673776242,156.21702076271,12.15449042375,28.723333347112,173.40506877434,96.307839366041,40.40591907412,232.56,56.713133678156
2015-12-22,103.60012289448,158.02039185377,12.570558194992,28.808369531364,175.64884744203,97.379190601359,40.887616566589,229.95,57.655971668775
2015-12-23,104.93340807209,158.49083648622,12.71219828733,29.242998917537,178.4779596752,98.11870738326,41.246528423722,229.7,58.179770552452
2015-12-24,104.37304183802,158.53004020559,12.667935758475,29.129617338535,178.00969282281,98.336770024077,41.123742788387,230.57,57.932156534714
2015-12-28,103.20400193592,157.95178534487,12.55285318345,29.195756592953,177.18047027171,97.86272080491,41.076517544027,228.95,57.855967606179
2015-12-29,105.05900740041,159.42192482127,12.597115712306,29.554798259792,179.04378212183,98.630680539961,41.28430861921,237.19,58.674998587929
2015-12-30,103.68707627563,159.47092947048,12.544000677679,29.337483566705,177.56093708927,98.393655930377,41.152077935003,238.09,58.741663900397
2015-12-31,101.69680999602,158.28501695952,12.47318063151,29.431968215873,175.82444751167,97.388671585742,40.575929953815,240.01,58.379766489856
2016-01-04,101.78376337717,156.36403471035,12.366950562257,29.016235759534,172.80997964944,95.264931083873,40.047007216987,223.41,58.532144346926
2016-01-05,99.233130863492,156.74627097422,12.145637917978,29.044581154284,169.8345340249,95.663132427973,40.188682950066,223.43,59.922592292688
2016-01-06,97.291172017853,155.2957333575,11.60563506594,28.58160637336,165.68842126939,95.179602224423,39.971446826011,219.04,60.5225801049
2016-01-07,93.185040130307,151.7379958246,11.242682329324,27.372202864008,160.59601924969,94.070327051571,39.310293404976,215.65,61.932075282795
2016-01-08,93.677775956812,149.08194383723,11.101042236986,26.880882688334,159.93264120881,93.065342706936,39.206397867385,211.0,60.513056488833
2016-01-11,95.194629383506,151.63998652617,11.304649869722,27.003712732252,161.67888634583,92.505964628319,39.272513209488,207.85,61.160662381379
2016-01-12,96.57622199508,152.94841066017,11.375469915891,27.060403521753,161.65937522698,93.141190582003,39.782545848573,209.97,60.589245417368
2016-01-13,94.093219888964,149.09174476707,10.800057040768,26.682464925081,155.10363929357,91.984510487235,39.527529529031,200.31,58.970230686002
2016-01-14,96.151116576134,150.1306433304,10.791204534997,27.457239048259,157.44497355551,93.75745456692,39.555864675646,206.18,60.055922917624
2016-01-15,93.842021232314,147.39618390429,10.596449408032,26.918676548001,151.80626020802,91.965548518468,39.196952818513,204.99,58.979754302068
2016-01-19,93.387931352986,147.47459134303,10.57874439649,26.918676548001,152.98668289841,92.439597737635,39.593644871134,204.72,59.579742114281
2016-01-20,93.513530681311,145.85743791898,10.534481867634,26.455701767077,149.99172615502,90.780425470549,39.08361223205,198.7,57.941680150781
2016-01-21,93.040117828394,147.38638297444,10.631859431117,27.013161197169,147.94305867583,90.960564173833,39.093057280922,199.97,58.932136221734
2016-01-22,97.986799067037,150.63049075237,10.746942006141,26.682464925081,153.02570513611,91.728523908884,39.725875555341,202.55,59.70354912315
2016-01-25,96.07382468178,147.77842016815,10.605301913803,26.493495626745,147.42601402632,91.396689455467,39.82032604406,196.38,60.427343944231
2016-01-26,96.605206455463,145.54380816402,10.853172075395,26.748604179498,150.67461531475,95.928599990707,39.744765653085,193.56,60.951142827909
2016-01-27,90.257609631657,144.78913656613,10.844319569624,26.455701767077,149.96245947675,96.857736460275,39.754210701957,188.07,60.903524747574
2016-01-28,90.90492924687,146.61210951687,10.716201026185,26.65411953033,153.2208163246,96.962027288492,40.20757304781,189.7,61.160662381379
2016-01-29,94.044912454993,148.1116517828,10.926681490406,27.495032907927,157.61081806573,99.019400899678,40.538149758327,191.2,63.198716219688
2016-02-01,93.165717156719,148.23906387076,11.045648709313,27.060403521753,155.74750621561,98.953034008995,40.613710149303,196.94,64.28440845131
2016-02-02,91.281727231844,145.54380816402,10.533174535559,26.682464925081,147.99183647296,98.042859508193,40.084787412475,182.78,63.674897023031
2016-02-03,93.088425262365,143.77964079233,10.487417912902,27.088748916504,148.94788129658,98.734971368178,40.349248780889,173.48,63.113003675086
2016-02-04,93.83235974552,140.42772278613,10.551477184621,27.570620627261,152.6647494374,98.507427742977,40.169792852322,175.33,63.255857916089
